Number of Records,Offense,Relationship,Suspect Age At Incident,Suspect Gender,Victim Age At Incident,Victim Gender,Weapon Type,Alcohol,Call Date/Time,Dcf Notified,Drug Related,Id,Incident Number,Mental Health Related,Offense Violation Type Id
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Ex-Spouse -XS,42,Male - M,42,Female - F,,,6/9/2012 8:45:21 AM,,0,24773,12BU013915,0,2249
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,27,Male - M,25,Female - F,,,6/9/2012 11:14:04 AM,,0,24782,12BU013921,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Aquaintance - AQ,26,Male - M,25,Female - F,,,6/13/2012 5:04:24 PM,,0,25378,12BU014318,0,2233
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Spouse - SE,42,Male - M,42,Female - F,,,6/13/2012 10:05:55 PM,,0,25417,12BU014345,0,2249
1,Domestic Assault 13 VSA 1042 13B,Victim was Spouse - SE,46,Male - M,35,Female - F,,,6/14/2012 8:54:19 PM,,0,25580,12BU014447,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Spouse - SE,,,37,Female - F,,Yes,6/19/2012 6:13:54 PM,0,0,26220,12BU014860,0,2233
1,Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A,Victim was Otherwise Known - OK,45,Male - M,33,Female - F,,,6/20/2012 4:53:35 AM,,0,26285,12BU014910,0,2235
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,26,Male - M,25,Female - F,,Yes,6/22/2012 1:28:36 AM,,0,26593,12BU015106,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Friend - FR,33,Male - M,19,Female - F,,,6/22/2012 2:48:19 AM,,0,26602,12BU015113,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Spouse - SE,54,Male - M,38,Female - F,,Yes,6/24/2012 1:16:52 AM,,0,26912,12BU015321,0,2233
1,Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A,Victim was Spouse - SE,47,Male - M,41,Female - F,,1,6/24/2012 2:45:11 AM,,0,26919,12BU015324,0,2235
1,Domestic Assault 13 VSA 1042 13B,Victim was Aquaintance - AQ,39,Male - M,54,Female - F,,Yes,6/28/2012 10:42:18 PM,,0,27618,12BU015760,0,2233
1,Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A,Victim was Boyfriend/Girlfriend - BG,51,Male - M,53,Female - F,,Yes,6/30/2012 4:16:25 AM,,0,28032,12BU015922,0,2235
1,Domestic Assault 13 VSA 1042 13B,Victim was Spouse - SE,29,Male - M,29,Female - F,,,7/3/2012 11:09:03 AM,1,0,28528,12BU016231,0,2233
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Spouse - SE,29,Male - M,29,Female - F,,,7/3/2012 11:09:03 AM,1,0,28542,12BU016231,0,2249
1,Domestic Assault 13 VSA 1042 13B,Victim was Otherwise Known - OK,32,Male - M,48,Female - F,,,7/5/2012 10:27:59 AM,,0,28909,12BU016431,0,2233
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Spouse - SE,44,Male - M,29,Female - F,,,7/5/2012 8:48:55 PM,,0,28992,12BU016473,0,2249
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Ex-Spouse -XS,25,Male - M,27,Female - F,,,7/6/2012 12:07:51 AM,,0,29029,12BU016494,0,2249
1,Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A,Victim was Boyfriend/Girlfriend - BG,35,Male - M,28,Female - F,,Yes,7/7/2012 8:31:00 PM,,0,29345,12BU016655,0,2235
1,Domestic Assault 13 VSA 1042 13B,Victim was Child - CH,49,Male - M,20,Female - F,,,7/10/2012 5:30:07 PM,,0,29867,12BU016981,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,,,20,Male - M,,,7/12/2012 12:16:58 AM,,0,30085,12BU017096,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Parent - PA,41,Male - M,17,Female - F,,,7/13/2012 9:27:29 PM,,0,30427,12BU017288,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,28,Male - M,21,Female - F,,Yes,7/14/2012 12:18:38 AM,0,0,30464,12BU017308,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,26,Female - F,23,Male - M,,1,7/14/2012 6:18:53 AM,,0,30507,12BU017335,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Parent - PA,18,Female - F,46,Female - F,,,7/15/2012 10:38:52 PM,,0,30826,12BU017507,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Other Family Member - OF,17,Female - F,19,Male - M,,Yes,7/18/2012 12:41:08 PM,0,0,31266,12BU017744,0,2233
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Boyfriend/Girlfriend - BG,60,Male - M,63,Female - F,,Yes,7/19/2012 4:24:35 PM,,0,31547,12BU017852,0,2234
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,60,Male - M,63,Female - F,,Yes,7/19/2012 4:24:35 PM,,0,31463,12BU017852,0,2233
1,Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A,Victim was Ex-Spouse -XS,33,Male - M,29,Female - F,,Yes,7/21/2012 2:48:42 AM,,0,31779,12BU018035,0,2235
1,Domestic Assault 13 VSA 1042 13B,Victim was Aquaintance - AQ,44,Male - M,28,Female - F,,,7/22/2012 7:02:20 PM,,0,32046,12BU018185,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,40,Male - M,50,Female - F,,,7/23/2012 9:16:02 AM,,0,32141,12BU018239,0,2233
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Boyfriend/Girlfriend - BG,45,Male - M,24,Female - F,,Yes,7/23/2012 7:51:12 PM,,0,32219,12BU018279,0,2234
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,45,Male - M,24,Female - F,,Yes,7/23/2012 7:51:12 PM,,0,32245,12BU018279,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Spouse - SE,63,Male - M,40,Female - F,,,7/24/2012 12:36:40 PM,,0,32318,12BU018328,0,2233
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Boyfriend/Girlfriend - BG,55,Male - M,36,Female - F,,,7/26/2012 11:09:26 PM,,0,32737,12BU018541,0,2249
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,,,22,Female - F,,Yes,7/29/2012 7:19:31 AM,0,0,33188,12BU018804,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Parent - PA,23,Male - M,45,Female - F,,,7/30/2012 4:04:23 AM,,0,33325,12BU018875,0,2233
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Boyfriend/Girlfriend - BG,25,Male - M,27,Female - F,,,7/30/2012 3:36:51 PM,,0,33402,12BU018924,0,2249
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,21,Male - M,21,Female - F,,,7/31/2012 10:32:39 PM,,0,33636,12BU019046,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,46,Male - M,33,Female - F,,,8/2/2012 9:26:41 AM,,0,33876,12BU019158,0,2233
1,Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A,Victim was Boyfriend/Girlfriend - BG,47,Male - M,49,Female - F,,Yes,8/6/2012 6:32:04 PM,,0,34608,12BU019557,0,2235
1,Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A,Victim was Spouse - SE,28,Male - M,29,Female - F,,,8/13/2012 1:37:22 AM,,0,35699,12BU020184,0,2235
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Boyfriend/Girlfriend - BG,24,Male - M,26,Female - F,,,8/13/2012 5:15:54 AM,,0,35712,12BU020191,0,2234
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,32,Male - M,22,Female - F,,,8/14/2012 1:38:02 AM,,0,35877,12BU020302,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,27,Male - M,25,Female - F,,,8/14/2012 11:50:25 AM,,0,35932,12BU020329,0,2233
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Boyfriend/Girlfriend - BG,21,Male - M,21,Female - F,,,8/20/2012 12:35:07 AM,,0,36936,12BU020901,0,2234
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Boyfriend/Girlfriend - BG,25,Male - M,20,Female - F,,,8/26/2012 10:16:35 PM,,0,38166,12BU021591,0,2234
1,Domestic Assault 13 VSA 1042 13B,Victim was Aquaintance - AQ,27,Male - M,33,Female - F,,,8/29/2012 6:51:14 PM,,0,38813,12BU021911,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Step-Child - SC,48,Female - F,49,Male - M,,1,9/1/2012 6:55:37 PM,1,0,39400,12BU022279,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,55,Male - M,44,Female - F,,Yes,9/3/2012 9:16:21 AM,0,0,39675,12BU022451,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Spouse - SE,40,Male - M,29,Female - F,,,9/4/2012 2:27:37 PM,,0,39864,12BU022558,0,2233
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Aquaintance - AQ,34,Female - F,32,Female - F,,,9/4/2012 7:05:05 PM,,0,39900,12BU022580,0,2249
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,21,Male - M,19,Female - F,,,9/7/2012 4:10:20 AM,,0,40310,12BU022794,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,21,Male - M,19,Female - F,,,9/7/2012 5:23:27 PM,,0,40423,12BU022850,0,2233
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Aquaintance - AQ,28,Male - M,32,Female - F,,,9/7/2012 5:56:57 PM,,0,40431,12BU022856,0,2249
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Aquaintance - AQ,24,Male - M,27,Female - F,,,9/8/2012 10:25:06 PM,,0,40706,12BU023035,0,2249
1,Domestic Assault 13 VSA 1042 13B,Victim was Parent - PA,17,Female - F,60,Female - F,,Yes,9/10/2012 11:30:37 PM,,0,41135,12BU023275,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,31,Male - M,26,Female - F,,,9/12/2012 12:56:50 AM,,0,41387,12BU023379,0,2233
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Boyfriend/Girlfriend - BG,42,Male - M,25,Female - F,,,9/16/2012 5:41:20 PM,,0,42291,12BU023954,0,2234
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Boyfriend/Girlfriend - BG,35,Female - F,28,Male - M,,,9/16/2012 8:02:00 PM,,0,42276,12BU023961,0,2249
1,Domestic Assault 13 VSA 1042 13B,Victim was Other Family Member - OF,,,22,Male - M,,,9/19/2012 4:20:50 PM,0,0,42732,12BU024203,0,2233
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Aquaintance - AQ,26,Female - F,21,Female - F,,,9/19/2012 7:01:44 PM,,0,42768,12BU024223,0,2249
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Friend - FR,26,Female - F,21,Female - F,,,9/19/2012 8:30:03 PM,,0,42779,12BU024233,0,2249
1,Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A,Victim was Child - CH,51,Female - F,22,Male - M,,,9/20/2012 8:41:43 AM,,0,42841,12BU024259,0,2235
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Spouse - SE,43,Male - M,49,Female - F,,,9/20/2012 7:16:46 PM,,0,42926,12BU024307,0,2249
1,Domestic Assault 13 VSA 1042 13B,Victim was Spouse - SE,,,42,Female - F,,Yes,9/22/2012 12:58:50 AM,0,0,43218,12BU024491,0,2233
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Boyfriend/Girlfriend - BG,,,44,Female - F,,Yes,9/22/2012 9:46:36 AM,0,0,43274,12BU024524,0,2249
1,Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A,Victim was Parent - PA,28,Male - M,55,Female - F,,Yes,9/22/2012 5:18:05 PM,,0,43332,12BU024558,0,2235
1,Domestic Assault 13 VSA 1042 13B,Victim was Ex-Spouse -XS,47,Male - M,43,Female - F,,,9/22/2012 5:42:41 PM,,0,43338,12BU024562,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,23,Male - M,26,Female - F,,Yes,9/23/2012 9:23:20 PM,,0,43532,12BU024682,0,2233
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Ex-Spouse -XS,45,Male - M,45,Female - F,,,9/24/2012 7:18:43 PM,,0,43684,12BU024756,0,2249
1,Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A,Victim was Child - CH,54,Male - M,14,Male - M,,Yes,9/25/2012 8:32:51 PM,0,0,43878,12BU024848,0,2235
1,Domestic Assault 13 VSA 1042 13B,Victim was Spouse - SE,38,Male - M,23,Female - F,,,9/26/2012 3:26:57 PM,,0,43994,12BU024904,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Other Family Member - OF,18,Male - M,14,Female - F,,,9/29/2012 3:17:07 PM,,0,44510,12BU025179,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Other Family Member - OF,18,Male - M,20,Male - M,,,9/29/2012 3:17:07 PM,,0,44510,12BU025179,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Parent - PA,15,Male - M,35,Female - F,,,10/11/2012 9:24:05 AM,1,0,46436,12BU026204,0,2233
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Boyfriend/Girlfriend - BG,33,Male - M,34,Female - F,,,10/15/2012 6:22:33 PM,,0,47166,12BU026604,0,2249
1,Domestic Assault 13 VSA 1042 13B,Victim was Parent - PA,21,Male - M,57,Male - M,,Yes,10/15/2012 6:31:40 PM,,0,47168,12BU026606,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,28,Male - M,23,Female - F,,,10/16/2012 4:16:35 PM,,0,47294,12BU026678,0,2233
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Boyfriend/Girlfriend - BG,26,Male - M,44,Female - F,,,10/21/2012 2:08:13 PM,,0,48178,12BU027209,0,2234
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Boyfriend/Girlfriend - BG,24,Female - F,24,Male - M,,,10/25/2012 11:22:40 AM,1,0,48778,12BU027527,0,2234
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,33,Male - M,28,Female - F,,1,10/26/2012 5:46:05 AM,,0,48910,12BU027603,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,39,Male - M,27,Female - F,,,10/30/2012 11:09:43 AM,,0,49654,12BU028006,0,2233
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Boyfriend/Girlfriend - BG,24,Male - M,26,Female - F,,,10/31/2012 9:19:56 AM,,0,49816,12BU028095,0,2249
1,Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A,Victim was Stranger - ST,42,Male - M,42,Male - M,,,11/6/2012 7:45:48 PM,,0,50842,12BU028632,0,2235
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Boyfriend/Girlfriend - BG,40,Male - M,38,Female - F,,,11/12/2012 9:24:51 AM,,0,51690,12BU029039,0,2234
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Aquaintance - AQ,35,Male - M,33,Female - F,,,11/15/2012 9:57:52 PM,,0,52232,12BU029326,0,2249
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,23,Male - M,56,Male - M,,,11/17/2012 3:19:00 AM,,0,52443,12BU029440,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Otherwise Known - OK,27,Female - F,39,Male - M,,1,11/24/2012 9:21:50 PM,,0,53589,12BU030000,0,2233
1,Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A,Victim was Parent - PA,17,Female - F,38,Female - F,,,11/27/2012 12:52:01 AM,,0,53957,12BU030210,0,2235
1,Domestic Assault 13 VSA 1042 13B,Victim was Parent - PA,25,Male - M,47,Female - F,,,11/28/2012 2:41:23 PM,,0,54137,12BU030289,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Parent - PA,23,Female - F,59,Female - F,,,11/28/2012 5:56:00 PM,,0,54169,12BU030304,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,23,Male - M,20,Unknown - U,,,11/30/2012 10:43:09 AM,,0,54434,12BU030439,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Parent - PA,28,Female - F,47,Female - F,,,11/30/2012 1:41:50 PM,,0,54455,12BU030445,0,2233
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Spouse - SE,26,Male - M,41,Female - F,,,12/5/2012 7:26:32 AM,,0,55163,12BU030824,0,2234
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Aquaintance - AQ,58,Male - M,26,Female - F,,,12/5/2012 9:41:24 PM,,0,55275,12BU030883,0,2234
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,22,Male - M,23,Female - F,,Yes,12/7/2012 4:56:15 AM,,0,55476,12BU030995,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Parent - PA,22,Male - M,64,Male - M,,Yes,12/7/2012 4:56:15 AM,,0,55476,12BU030995,0,2233
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Boyfriend/Girlfriend - BG,31,Male - M,28,Female - F,,,12/7/2012 9:50:00 AM,,0,55503,12BU031003,0,2234
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Spouse - SE,42,Male - M,42,Female - F,,,12/11/2012 11:28:06 PM,,0,56190,12BU031384,0,2249
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Boyfriend/Girlfriend - BG,31,Male - M,28,Female - F,,,12/13/2012 9:29:26 AM,,0,56415,12BU031490,0,2249
1,Domestic Assault 13 VSA 1042 13B,Victim was Otherwise Known - OK,33,Female - F,49,Female - F,,,12/13/2012 5:54:21 PM,,0,56487,12BU031525,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,29,Male - M,29,Female - F,,,12/14/2012 12:22:54 AM,,0,56539,12BU031557,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,44,Male - M,40,Female - F,,,12/16/2012 9:41:01 PM,,0,56955,12BU031767,0,2233
1,Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A,Victim was Friend - FR,50,Male - M,42,Male - M,,Yes,12/18/2012 6:02:59 PM,,0,57212,12BU031889,0,2235
1,Domestic Assault 13 VSA 1042 13B,Victim was Spouse - SE,50,Male - M,49,Female - F,,,12/19/2012 4:08:37 PM,,0,57371,12BU031969,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,40,Female - F,44,Male - M,,,12/20/2012 5:40:14 PM,,0,57583,12BU032076,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Spouse - SE,42,Male - M,38,Female - F,,Yes,12/20/2012 8:59:05 PM,,0,57616,12BU032089,0,2233
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Boyfriend/Girlfriend - BG,27,Female - F,44,Male - M,,,12/22/2012 12:30:56 AM,,0,57807,12BU032185,0,2249
1,Domestic Assault 13 VSA 1042 13B,Victim was Parent - PA,15,Male - M,33,Female - F,,,12/29/2012 5:01:52 PM,,0,58785,12BU032637,0,2233
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Boyfriend/Girlfriend - BG,33,Male - M,47,Female - F,,Yes,12/30/2012 10:04:12 PM,,0,58949,12BU032727,0,2234
1,Domestic Assault 13 VSA 1042 13B,Victim was Spouse - SE,20,Male - M,20,Female - F,,,12/31/2012 9:13:11 PM,,0,59101,12BU032811,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Otherwise Known - OK,43,Male - M,41,Female - F,,,1/1/2013 10:58:32 AM,,0,59247,13BU000053,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Ex-Spouse -XS,33,Male - M,33,Female - F,,,1/2/2013 7:08:15 PM,,0,59673,13BU000170,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,33,Male - M,33,Female - F,,,1/3/2013 10:37:25 AM,,0,59825,13BU000211,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,30,Female - F,33,Male - M,,Yes,1/3/2013 9:18:16 PM,,0,60013,13BU000254,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Otherwise Known - OK,31,Male - M,28,Male - M,,1,1/4/2013 3:32:18 AM,,0,60054,13BU000267,0,2233
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Boyfriend/Girlfriend - BG,48,Male - M,51,Female - F,,Yes,1/4/2013 9:40:14 PM,,0,60346,13BU000320,0,2234
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,51,Female - F,48,Male - M,,Yes,1/4/2013 9:40:14 PM,,0,60325,13BU000320,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Other Family Member - OF,23,Male - M,14,Male - M,,,1/11/2013 5:05:46 PM,,0,62232,13BU000798,0,2233
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Boyfriend/Girlfriend - BG,,,16,Female - F,,Yes,1/12/2013 10:04:16 PM,0,0,62536,13BU000888,0,2249
1,Domestic Assault 13 VSA 1042 13B,Victim was Spouse - SE,33,Female - F,36,Male - M,,,1/16/2013 12:00:22 PM,,0,63568,13BU001174,0,2233
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Boyfriend/Girlfriend - BG,,,21,Female - F,,Yes,1/17/2013 10:43:00 AM,0,0,63878,13BU001244,0,2234
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,28,Female - F,46,Male - M,,Yes,1/17/2013 7:37:34 PM,0,0,64040,13BU001276,0,2233
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Boyfriend/Girlfriend - BG,50,Male - M,45,Female - F,,,1/18/2013 8:06:43 PM,,0,64406,13BU001373,0,2249
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,40,Male - M,55,Female - F,,Yes,1/20/2013 11:25:39 AM,,0,64915,13BU001531,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,47,Male - M,57,Female - F,,Yes,1/28/2013 3:03:19 AM,,0,67392,13BU002193,0,2233
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Spouse - SE,,,20,Female - F,,Yes,1/28/2013 2:17:05 PM,0,0,67574,13BU002223,0,2234
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Spouse - SE,20,Female - F,,,,Yes,1/28/2013 2:17:05 PM,0,0,67574,13BU002223,0,2234
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,37,Male - M,35,Female - F,,,1/28/2013 9:49:18 PM,,0,67700,13BU002253,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Spouse - SE,37,Male - M,35,Female - F,,,1/29/2013 10:11:57 AM,,0,67931,13BU002270,0,2233
1,Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A,Victim was Boyfriend/Girlfriend - BG,44,Male - M,21,Female - F,,,1/29/2013 11:55:31 AM,,0,67860,13BU002281,0,2235
1,Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A,Victim was Spouse - SE,27,Male - M,42,Female - F,,,2/1/2013 2:50:00 PM,,0,68999,13BU002514,0,2235
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,47,Female - F,44,Male - M,,Yes,2/1/2013 8:50:13 PM,,0,69105,13BU002546,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Spouse - SE,31,Male - M,32,Female - F,,,2/2/2013 1:07:51 AM,,0,69176,13BU002565,0,2233
1,Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A,Victim was Otherwise Known - OK,30,Male - M,30,Female - F,,Yes,2/2/2013 7:49:34 PM,0,0,69390,13BU002639,0,2235
1,Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A,Victim was Spouse - SE,27,Male - M,42,Female - F,,,2/4/2013 9:23:23 PM,,0,69935,13BU002762,0,2235
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,,,21,Female - F,,Yes,2/5/2013 3:53:47 AM,0,0,69998,13BU002777,0,2233
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Boyfriend/Girlfriend - BG,27,Male - M,27,Female - F,,,2/8/2013 3:24:49 PM,,0,71262,13BU003032,0,2249
1,Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A,Victim was Boyfriend/Girlfriend - BG,21,Male - M,22,Female - F,,,2/8/2013 11:27:04 PM,,0,71351,13BU003060,0,2235
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,,,22,Female - F,,Yes,2/13/2013 9:58:24 PM,0,0,72747,13BU003397,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,59,Male - M,34,Female - F,,,2/22/2013 5:01:09 PM,,0,75611,13BU004100,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Child - CH,,,10,Female - F,,,2/28/2013 9:26:25 AM,0,0,77212,13BU004504,0,2233
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Aquaintance - AQ,42,Male - M,42,Female - F,,Yes,2/28/2013 9:12:44 PM,,0,77490,13BU004559,0,2249
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,,,22,Female - F,,Yes,3/1/2013 1:47:18 AM,0,0,77533,13BU004580,0,2233
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Boyfriend/Girlfriend - BG,43,Male - M,41,Female - F,,,3/2/2013 12:10:04 AM,,0,77879,13BU004665,0,2249
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,26,Male - M,21,Female - F,,,3/2/2013 5:20:08 PM,0,0,78056,13BU004726,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Parent - PA,23,Male - M,62,Female - F,,1,3/3/2013 4:45:00 PM,0,0,78299,13BU004817,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Parent - PA,23,Male - M,65,Male - M,,1,3/3/2013 4:45:00 PM,0,0,78299,13BU004817,0,2233
